"year_week","region","number_healthcare_workers","number_cases","population","incidence","cases_0-4","inc_0-4","cases_5-14","inc_5-14","cases_15-64","inc_15-64","cases_65+","inc_65+"
"2021-06","Campania",4,3,4793,0.63,1,2.27,1,0.83,1,0.41,0,0
"2021-06","Apulia",51,267,64734,4.12,57,13.81,67,7.67,115,3.1,28,1.89
"2021-06","Basilicata",11,8,14147,0.57,5,2.8,3,1.23,0,0,0,0
"2021-06","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-06","Sicily",75,326,91152,3.58,37,12.39,66,7.96,172,3.01,51,2.24
"2021-06","Sardinia",11,6,13703,0.44,2,1.67,1,0.43,2,0.27,1,0.37
"2021-07","Piedmont",51,336,73734,4.56,59,13.13,56,5.78,193,4.71,28,1.5
"2021-07","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-07","Lombardy",166,771,224228,3.44,160,11.03,125,3.72,396,3.15,90,1.79
"2021-07","AP Bolzano",5,21,7659,2.74,8,23.74,3,3.51,10,2.1,0,0
"2021-07","AP Trento",13,22,17568,1.25,4,5.45,4,2.17,14,1.32,0,0
"2021-07","Veneto",29,43,39161,1.1,17,4,12,1.18,14,0.82,0,0
"2021-07","Friuli-Venezia Giulia",4,7,5467,1.28,4,8.58,2,1.06,1,0.47,0,0
"2021-07","Liguria",18,75,23163,3.24,15,13.33,9,2.99,38,3,13,2.04
"2021-07","Emilia Romagna",33,104,40551,2.56,20,9.91,15,2.94,58,2.45,11,1.13
"2021-07","Tuscany",30,112,51374,2.18,29,10.77,18,2.54,45,1.71,20,1.31
"2021-07","Umbria",7,44,6538,6.73,18,17.56,17,7.5,8,3.13,1,1.45
"2021-07","Marche",16,36,18805,1.91,3,1.63,7,1.47,21,2.42,5,1.42
"2021-07","Lazio",193,473,253257,1.87,59,5.93,62,2.38,289,1.83,63,1.06
"2021-07","Abruzzo",32,79,38192,2.07,18,7.12,25,4.15,32,1.49,4,0.49
"2021-07","Molise",7,1,6328,0.16,0,0,0,0,0,0,1,0.63
"2021-07","Campania",31,51,41107,1.24,10,2.74,11,1.53,23,0.98,7,1.03
"2021-07","Apulia",64,282,80994,3.48,67,15.4,58,6.07,121,2.53,36,1.87
"2021-07","Basilicata",11,15,14147,1.06,5,2.8,3,1.23,4,0.56,3,1.09
"2021-07","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-07","Sicily",108,397,132006,3.01,60,11.11,80,6.13,211,2.59,46,1.44
"2021-07","Sardinia",12,8,14866,0.54,3,1.97,2,0.59,3,0.42,0,0
"2021-08","Piedmont",36,255,49658,5.14,48,12.23,41,5.11,140,5.35,26,2.26
"2021-08","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-08","Lombardy",170,758,223614,3.39,175,10.89,120,3.22,379,3.11,84,1.73
"2021-08","AP Bolzano",5,14,7659,1.83,4,11.87,3,3.51,7,1.47,0,0
"2021-08","AP Trento",7,15,10082,1.49,2,6.04,2,2.09,10,1.61,1,0.39
"2021-08","Veneto",24,18,33824,0.53,5,2.39,2,0.44,8,0.43,3,0.34
"2021-08","Friuli-Venezia Giulia",6,30,7908,3.79,8,9.8,3,1.1,15,5.07,4,2.84
"2021-08","Liguria",19,68,25030,2.72,13,11.56,15,4.92,30,2.18,10,1.41
"2021-08","Emilia Romagna",28,110,30872,3.56,35,18.92,30,6.79,37,2.15,8,1.08
"2021-08","Tuscany",24,112,38824,2.88,33,12.26,22,3.16,49,2.63,8,0.76
"2021-08","Umbria",6,37,6397,5.78,18,17.56,18,8.1,1,0.47,0,0
"2021-08","Marche",13,26,16191,1.61,4,2.51,2,0.5,17,2.26,3,0.97
"2021-08","Lazio",177,472,232625,2.03,64,7,68,2.84,266,1.84,74,1.34
"2021-08","Abruzzo",28,101,33793,2.99,21,8.31,33,5.66,34,1.84,13,1.86
"2021-08","Molise",11,12,12164,0.99,0,0,0,0,12,1.47,0,0
"2021-08","Campania",10,42,12511,3.36,7,6.32,21,8.81,10,1.44,4,1.92
"2021-08","Apulia",50,194,63354,3.06,52,15.22,60,7.7,63,1.67,19,1.31
"2021-08","Basilicata",12,37,15639,2.37,6,2.65,20,5.85,8,1.11,3,1.09
"2021-08","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-08","Sicily",102,344,124572,2.76,45,9.94,75,6.03,183,2.37,41,1.36
"2021-08","Sardinia",2,6,2226,2.7,4,7.38,2,1.19,0,0,0,0
"2021-09","Piedmont",43,303,61289,4.94,65,15.92,60,6.78,148,4.38,30,2.06
"2021-09","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-09","Lombardy",177,741,239710,3.09,154,11.05,104,3.1,414,3.01,69,1.26
"2021-09","AP Bolzano",5,25,7659,3.26,1,2.97,1,1.17,21,4.42,2,1.17
"2021-09","AP Trento",13,42,18452,2.28,6,8.61,5,2.59,29,2.61,2,0.42
"2021-09","Veneto",33,49,45184,1.08,9,2.41,5,0.6,30,1.29,5,0.51
"2021-09","Friuli-Venezia Giulia",4,8,5242,1.53,0,0,0,0,7,2.61,1,0.72
"2021-09","Liguria",20,84,25636,3.28,15,13.33,17,5.55,47,3.34,5,0.68
"2021-09","Emilia Romagna",34,148,41754,3.54,49,22.39,17,3.06,68,2.86,14,1.36
"2021-09","Tuscany",30,118,50807,2.32,32,13.39,29,4.65,49,1.81,8,0.53
"2021-09","Umbria",6,38,5925,6.41,17,16.59,17,7.5,4,2.16,0,0
"2021-09","Marche",16,64,19457,3.29,12,5.47,11,2.05,41,4.84,0,0
"2021-09","Lazio",192,570,253691,2.25,74,7.63,88,3.45,352,2.22,56,0.93
"2021-09","Abruzzo",34,162,40135,4.04,39,15.43,42,7.03,60,2.61,21,2.42
"2021-09","Molise",10,5,10330,0.48,0,0,0,0,5,0.75,0,0
"2021-09","Campania",7,0,8250,0,0,0,0,0,0,0,0,0
"2021-09","Apulia",56,267,68708,3.89,66,10.92,77,5.96,102,2.84,22,1.59
"2021-09","Basilicata",11,4,14147,0.28,1,0.56,3,1.23,0,0,0,0
"2021-09","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-09","Sicily",94,380,113111,3.36,71,15.91,96,7.99,167,2.42,46,1.66
"2021-09","Sardinia",11,13,14506,0.9,7,5.77,5,1.75,1,0.13,0,0
"2021-10","Piedmont",43,394,61608,6.4,69,21.18,68,9.44,222,6.25,35,2.24
"2021-10","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-10","Lombardy",161,1099,215675,5.1,200,12.58,187,5.13,611,5.23,101,2.17
"2021-10","AP Bolzano",5,16,7659,2.09,4,11.87,5,5.85,7,1.47,0,0
"2021-10","AP Trento",12,36,17554,2.05,1,3.02,1,0.89,31,2.75,3,0.62
"2021-10","Veneto",19,39,26407,1.48,5,2.65,5,1.06,25,1.81,4,0.67
"2021-10","Friuli-Venezia Giulia",4,7,4966,1.41,1,1.18,2,0.81,4,3.73,0,0
"2021-10","Liguria",17,97,21628,4.48,3,6.74,9,5.94,76,5.9,9,1.33
"2021-10","Emilia Romagna",28,173,35593,4.86,45,27.08,13,3.58,104,4.9,11,1.21
"2021-10","Tuscany",24,125,41073,3.04,34,16.48,20,3.76,60,2.83,11,0.88
"2021-10","Umbria",5,51,4218,12.09,19,18.54,24,10.9,8,11.3,0,0
"2021-10","Marche",15,107,18381,5.82,10,5.46,22,4.72,70,8.26,5,1.46
"2021-10","Lazio",155,477,202534,2.36,60,7.02,64,2.86,302,2.43,51,1.07
"2021-10","Abruzzo",30,160,35198,4.55,48,18.99,53,9,53,2.69,6,0.85
"2021-10","Molise",11,17,12164,1.4,0,0,0,0,14,1.72,3,0.95
"2021-10","Campania",19,21,25200,0.83,7,3.13,3,0.61,10,0.73,1,0.23
"2021-10","Apulia",50,238,60044,3.96,62,13.11,61,5.91,94,2.92,21,1.65
"2021-10","Basilicata",11,13,14147,0.92,4,2.24,5,2.06,3,0.42,1,0.36
"2021-10","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-10","Sicily",100,468,121867,3.84,64,14.94,115,9.57,220,2.92,69,2.28
"2021-10","Sardinia",2,11,2226,4.94,8,14.76,3,1.79,0,0,0,0
"2021-11","Piedmont",46,562,65793,8.54,112,27.42,133,14.9,287,7.88,30,1.83
"2021-11","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-11","Lombardy",195,1600,259728,6.16,275,15.95,287,7.22,907,6.28,131,2.25
"2021-11","AP Bolzano",5,36,7659,4.7,8,23.74,3,3.51,22,4.63,3,1.75
"2021-11","AP Trento",12,40,16916,2.36,2,6.04,4,3.59,30,2.76,4,0.87
"2021-11","Veneto",26,50,35063,1.43,5,1.74,18,2.62,24,1.38,3,0.38
"2021-11","Friuli-Venezia Giulia",6,43,8822,4.87,3,6.44,8,4.11,24,5.29,8,4.28
"2021-11","Liguria",18,123,22863,5.38,6,13.48,15,9.89,92,6.76,10,1.37
"2021-11","Emilia Romagna",35,263,38814,6.78,63,21.94,63,9.38,121,5.85,16,1.87
"2021-11","Tuscany",31,205,52225,3.93,54,20.06,43,6.04,88,3.29,20,1.28
"2021-11","Umbria",5,66,4888,13.5,30,27.27,31,14.37,3,2.63,2,4.1
"2021-11","Marche",13,146,15705,9.3,28,14.37,33,7.21,76,11.8,9,3.29
"2021-11","Lazio",191,742,252723,2.94,86,9.18,91,3.64,478,3.02,87,1.45
"2021-11","Abruzzo",30,194,34826,5.57,47,18.36,66,10.79,69,3.62,12,1.69
"2021-11","Molise",9,12,9510,1.26,0,0,0,0,12,1.86,0,0
"2021-11","Campania",8,25,9723,2.57,12,10.35,10,4.05,1,0.21,2,1.6
"2021-11","Apulia",76,428,98778,4.33,76,14.86,91,7.53,218,3.67,43,1.94
"2021-11","Basilicata",11,7,14147,0.49,2,1.12,0,0,3,0.42,2,0.72
"2021-11","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-11","Sicily",83,484,97068,4.99,71,15.61,103,8.47,253,4.45,57,2.43
"2021-11","Sardinia",13,34,17305,1.96,15,12.33,10,3.39,9,0.93,0,0
"2021-12","Piedmont",45,536,66364,8.08,77,22.49,140,18.16,273,7.16,46,2.69
"2021-12","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-12","Lombardy",165,1565,221049,7.08,304,19.42,296,8.35,794,6.51,171,3.57
"2021-12","AP Bolzano",5,18,7659,2.35,4,11.87,5,5.85,7,1.47,2,1.17
"2021-12","AP Trento",14,61,19197,3.18,13,11.82,9,3.42,32,2.99,7,1.47
"2021-12","Veneto",17,43,22531,1.91,12,4.08,8,1.33,22,2.38,1,0.23
"2021-12","Friuli-Venezia Giulia",6,48,7634,6.29,14,19.55,14,4.92,17,6.32,3,2.17
"2021-12","Liguria",20,100,25897,3.86,13,15.59,27,11.89,52,3.45,8,1.04
"2021-12","Emilia Romagna",31,340,38565,8.82,78,34.17,75,12.98,165,7.58,22,2.52
"2021-12","Tuscany",32,250,52988,4.72,52,19.32,62,8.7,109,4,27,1.7
"2021-12","Umbria",6,39,5925,6.58,20,19.51,16,7.06,3,1.62,0,0
"2021-12","Marche",13,161,15700,10.25,43,23.31,47,10.06,62,9.62,9,3.29
"2021-12","Lazio",192,737,253058,2.91,77,7.74,94,3.61,487,3.09,79,1.33
"2021-12","Abruzzo",31,201,36645,5.49,47,21.65,48,8.62,87,4.14,19,2.41
"2021-12","Molise",9,15,10268,1.46,0,0,2,3.84,13,1.87,0,0
"2021-12","Campania",30,91,37230,2.44,22,4.57,34,3.73,26,1.48,9,1.57
"2021-12","Apulia",55,323,69089,4.68,68,17.85,76,9.58,149,3.62,30,1.86
"2021-12","Basilicata",11,9,14147,0.64,2,1.12,2,0.82,3,0.42,2,0.72
"2021-12","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-12","Sicily",79,478,93929,5.09,78,20.05,105,10.08,240,4.21,55,2.43
"2021-12","Sardinia",10,35,12707,2.75,15,12.37,9,3.25,11,1.72,0,0
"2021-13","Piedmont",39,470,55568,8.46,89,24,119,14.96,229,7.54,33,2.44
"2021-13","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-13","Lombardy",167,1727,229689,7.52,327,20.95,341,9.23,902,7.1,157,3.14
"2021-13","AP Bolzano",5,23,7659,3,8,23.74,4,4.68,11,2.31,0,0
"2021-13","AP Trento",12,43,16539,2.6,4,12.08,7,6.28,30,2.84,2,0.44
"2021-13","Veneto",20,46,27656,1.66,5,2.37,12,2.7,26,1.78,3,0.46
"2021-13","Friuli-Venezia Giulia",5,35,6134,5.71,12,16.76,14,4.95,8,4.94,1,1.03
"2021-13","Liguria",19,160,23711,6.75,25,22.22,31,10.22,85,6.69,19,2.77
"2021-13","Emilia Romagna",32,318,37803,8.41,78,27.92,61,9.91,155,7.62,24,2.82
"2021-13","Tuscany",28,252,47634,5.29,69,25.63,70,9.93,92,3.86,21,1.5
"2021-13","Umbria",5,56,4190,13.37,28,27.32,20,9.12,5,7.49,3,9.84
"2021-13","Marche",20,288,22981,12.53,74,24.84,92,12.44,101,11.11,21,5.97
"2021-13","Lazio",191,786,250995,3.13,79,7.95,105,4.03,511,3.28,91,1.54
"2021-13","Abruzzo",30,216,35496,6.09,73,24.93,90,13.43,46,2.41,7,1.04
"2021-13","Molise",0,0,0,0,0,0,0,0,0,0,0,0
"2021-13","Campania",4,59,4537,13,23,23.59,36,18.38,0,0,0,0
"2021-13","Apulia",66,493,84319,5.85,65,12.81,90,8.68,275,5.56,63,3.24
"2021-13","Basilicata",12,37,15639,2.37,10,4.42,13,3.8,13,1.81,1,0.36
"2021-13","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-13","Sicily",88,570,106458,5.35,103,21.86,144,11.92,256,3.98,67,2.64
"2021-13","Sardinia",10,38,12142,3.13,18,15.04,13,5.91,7,1.09,0,0
"2021-14","Piedmont",42,405,59120,6.85,80,19.59,105,11.97,188,5.85,32,2.27
"2021-14","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-14","Lombardy",168,1366,222924,6.13,244,14.29,266,6.86,712,5.96,144,3.02
"2021-14","AP Bolzano",5,15,7659,1.96,7,20.77,3,3.51,5,1.05,0,0
"2021-14","AP Trento",13,100,17651,5.67,24,32.7,36,19.75,37,3.5,3,0.66
"2021-14","Veneto",22,55,30528,1.8,4,2.12,7,1.47,37,2.25,7,0.94
"2021-14","Friuli-Venezia Giulia",6,54,7928,6.81,16,22.35,21,7.37,15,5.07,2,1.42
"2021-14","Liguria",15,102,19184,5.32,13,29.21,13,8.74,63,5.52,13,2.23
"2021-14","Emilia Romagna",27,226,34612,6.53,60,34.15,27,7.15,120,5.86,19,2.21
"2021-14","Tuscany",29,229,49141,4.66,56,26.34,46,8.3,104,3.97,23,1.51
"2021-14","Umbria",4,30,4352,6.89,13,14.87,15,7.92,2,1.97,0,0
"2021-14","Marche",10,117,12587,9.3,25,19.14,41,11.39,43,7.9,8,3.57
"2021-14","Lazio",190,631,249894,2.53,80,8.05,66,2.54,407,2.62,78,1.33
"2021-14","Abruzzo",26,160,30637,5.22,43,22.25,55,11.8,54,3.08,8,1.23
"2021-14","Molise",10,16,12045,1.33,0,0,0,0,15,1.85,1,0.32
"2021-14","Campania",9,41,9974,4.11,14,7.28,19,5.13,8,2.29,0,0
"2021-14","Apulia",59,355,74464,4.77,50,12.88,61,6.75,200,4.47,44,2.61
"2021-14","Basilicata",11,34,14147,2.4,1,0.56,20,8.22,9,1.26,4,1.45
"2021-14","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-14","Sicily",75,476,93800,5.07,94,21.59,117,10.69,212,3.76,53,2.39
"2021-14","Sardinia",11,35,14061,2.49,9,10.11,14,8.03,12,1.43,0,0
"2021-15","Piedmont",42,370,61238,6.04,28,10.72,47,7.99,249,6.79,46,2.86
"2021-15","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-15","Lombardy",172,1377,229124,6.01,275,17.63,250,6.84,717,5.68,135,2.66
"2021-15","AP Bolzano",4,10,6462,1.55,0,0,0,0,9,1.93,1,0.58
"2021-15","AP Trento",13,44,18402,2.39,4,12.08,3,2.67,36,3.04,1,0.2
"2021-15","Veneto",21,59,28154,2.1,17,5.57,29,4.14,11,0.87,2,0.36
"2021-15","Friuli-Venezia Giulia",5,30,6134,4.89,8,11.17,10,3.53,10,6.18,2,2.06
"2021-15","Liguria",15,74,19208,3.85,10,11.99,18,8.12,39,3.61,7,1.3
"2021-15","Emilia Romagna",34,233,43899,5.31,59,26.81,40,7.56,118,4.66,16,1.44
"2021-15","Tuscany",27,153,47126,3.25,53,21.82,37,5.88,44,1.82,19,1.34
"2021-15","Umbria",4,45,3716,12.11,15,17.16,22,11.74,5,7.54,3,9.84
"2021-15","Marche",11,77,13927,5.53,22,17.93,20,5.58,29,4.46,6,2.3
"2021-15","Lazio",193,588,253264,2.32,75,7.54,72,2.76,350,2.22,91,1.53
"2021-15","Abruzzo",27,155,31462,4.93,43,17.02,45,7.75,55,3.24,12,1.95
"2021-15","Molise",8,15,8608,1.74,0,0,1,1.84,11,1.93,3,1.42
"2021-15","Campania",24,78,31354,2.49,9,2.98,8,1.28,40,2.43,21,3.74
"2021-15","Apulia",54,253,67874,3.73,55,12.61,56,5.69,112,2.88,30,2.03
"2021-15","Basilicata",11,22,14147,1.56,4,2.24,4,1.64,8,1.12,6,2.17
"2021-15","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-15","Sicily",84,448,103429,4.33,87,20.46,121,10.9,184,2.93,56,2.21
"2021-15","Sardinia",1,4,1445,2.77,3,9.2,1,0.89,0,0,0,0
"2021-16","Piedmont",38,341,54562,6.25,56,17.33,59,8.32,186,6.06,40,2.95
"2021-16","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-16","Lombardy",169,1314,224951,5.84,174,12.4,166,5.09,804,6.31,170,3.35
"2021-16","AP Bolzano",4,10,6462,1.55,0,0,0,0,10,2.14,0,0
"2021-16","AP Trento",8,15,11765,1.27,2,6.04,1,1,12,1.66,0,0
"2021-16","Veneto",23,15,32848,0.46,2,1.2,2,0.49,11,0.59,0,0
"2021-16","Friuli-Venezia Giulia",4,10,4934,2.03,0,0,1,0.53,9,5.56,0,0
"2021-16","Liguria",13,50,16410,3.05,5,11.24,7,4.73,29,3.01,9,1.86
"2021-16","Emilia Romagna",25,155,30719,5.05,27,14.76,20,4.77,88,5.04,20,2.77
"2021-16","Tuscany",27,119,44362,2.68,31,12.76,27,4.26,43,1.92,18,1.37
"2021-16","Umbria",6,28,5792,4.83,7,6.36,14,6.46,5,3.02,2,2.29
"2021-16","Marche",10,35,12396,2.82,4,3.14,2,0.58,28,5.15,1,0.45
"2021-16","Lazio",197,601,259110,2.32,73,7.34,90,3.44,367,2.27,71,1.15
"2021-16","Abruzzo",23,102,26650,3.83,39,16,42,8.09,18,1.3,3,0.58
"2021-16","Molise",11,5,12164,0.41,0,0,0,0,5,0.61,0,0
"2021-16","Campania",17,17,19799,0.86,6,2.32,11,2.2,0,0,0,0
"2021-16","Apulia",48,221,59751,3.7,37,8.38,27,2.94,132,3.97,25,1.93
"2021-16","Basilicata",11,14,14147,0.99,2,1.12,4,1.64,8,1.12,0,0
"2021-16","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-16","Sicily",111,542,133552,4.06,113,19,143,9.45,226,2.8,60,1.9
"2021-16","Sardinia",10,23,12806,1.8,7,5.36,4,1.45,10,1.56,2,0.85
"2021-17","Piedmont",34,237,49609,4.78,31,10.03,30,4.78,146,5.26,30,2.4
"2021-17","Aosta Valley",0,0,0,0,0,0,0,0,0,0,0,0
"2021-17","Lombardy",174,1048,232552,4.51,177,10.34,160,4.06,588,4.67,123,2.46
"2021-17","AP Bolzano",1,6,1197,5.01,5,14.84,1,1.3,0,0,0,0
"2021-17","AP Trento",11,25,15963,1.57,3,7.44,2,2.04,18,1.77,2,0.45
"2021-17","Veneto",20,46,28802,1.6,13,10.49,19,5.66,12,0.7,2,0.28
"2021-17","Friuli-Venezia Giulia",3,16,3277,4.88,5,10.73,3,1.62,7,12.5,1,2.51
"2021-17","Liguria",15,71,19146,3.71,11,13.19,8,3.68,44,4.06,8,1.51
"2021-17","Emilia Romagna",22,100,26917,3.72,35,19.38,21,5.36,36,2.38,8,1.31
"2021-17","Tuscany",30,97,49859,1.95,27,11.12,26,4.06,31,1.18,13,0.89
"2021-17","Umbria",3,17,2777,6.12,9,10.3,8,4.3,0,0,0,0
"2021-17","Marche",12,28,14598,1.92,8,5.33,7,1.74,10,1.57,3,1.11
"2021-17","Lazio",189,401,249677,1.61,39,4.01,53,2.1,261,1.68,48,0.81
"2021-17","Abruzzo",27,111,31795,3.49,29,11.78,39,6.54,36,2.11,7,1.12
"2021-17","Molise",11,3,12164,0.25,0,0,0,0,1,0.12,2,0.63
"2021-17","Campania",8,11,9022,1.22,3,1.83,8,2.86,0,0,0,0
"2021-17","Apulia",52,132,63850,2.07,28,7.17,26,2.9,59,1.61,19,1.32
"2021-17","Basilicata",10,15,12887,1.16,1,0.56,10,4.24,4,0.63,0,0
"2021-17","Calabria",0,0,0,0,0,0,0,0,0,0,0,0
"2021-17","Sicily",132,420,157505,2.67,90,12.53,113,6.27,177,1.85,40,1.09
"2021-17","Sardinia",13,36,16906,2.13,15,9.84,10,2.92,11,1.24,0,0
